,amenities
4307,"['Gasstove', 'Outdoorkitchen', 'Singlelevelhome', 'Privatebackyard', 'Dishwasher', 'Showergel', 'Coffeemaker:espressomachine', 'Privateentrance', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Borettioven', 'Paidcrib-availableuponrequest', 'Selfcheck-in', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Freezer', 'Wifi', 'Dryer', 'Iron', 'Wineglasses', 'Paidpacknplay/travelcrib-availableuponrequest', 'Hotwater', 'TV', 'Smartlock', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'StanmoreBluetoothsoundsystem', 'Centralheating', 'Ethernetconnection', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Laundromatnearby', 'Barbecueutensils', 'SMEGrefrigerator', 'Diningtable', 'Hotwaterkettle']"
4308,"['Shampoo', 'Paidstreetparkingoffpremises', 'Stainlesssteelsingleoven', 'Essentials', 'Dishwasher', 'Waterfront', 'Showergel', 'Cityskylineview', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffeemaker:espressomachine', 'pour-overcoffee', 'Stainlesssteelgasstove', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Cleaningproducts', 'Clothingstorage:closetandwardrobe', 'Smokealarm', 'Dedicatedworkspace', 'Wifi', 'Refrigerator', 'Freezer', '43inchHDTVwithChromecast', 'Toaster', 'Iron', 'Wineglasses', 'Canalview', 'Cleaningavailableduringstay', 'Conditioner', 'Firstaidkit', 'Hotwater', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Sonossoundsystem', 'Fireextinguisher', 'Laundromatnearby', 'Barbecueutensils', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
4309,"['Shampoo', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Paidparkingoffpremises', 'Showergel', 'Minifridge', 'Privateentrance', 'Blender', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Toaster', 'Dryer', 'Iron', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Portablefans', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Boardgames', 'Oven', 'Patioorbalcony', 'Clothingstorage', 'Laundromatnearby', 'Hostgreetsyou', 'Diningtable']"
4310,"['Gasstove', 'Shampoo', 'Coffeemaker:dripcoffeemaker', 'frenchpress', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'PrivateBBQgrill:charcoal', 'Showergel', 'Privateentrance', 'Blender', 'Exerciseequipment:freeweights', 'yogamat', 'Outdoorfurniture', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Toaster', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Kitchen', 'Bedlinens', 'Stainlesssteeloven', 'Bakingsheet', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Boardgames', 'Laundromatnearby', 'Barbecueutensils', 'Coffee', 'Diningtable', 'Microwave']"
4311,"['Coffeemaker:Nespresso', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Fastwifi286Mbps', 'Cityskylineview', 'Privateentrance', 'Luggagedropoffallowed', 'Outdoorfurniture', 'Privatehottub', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Stove', 'Iron', 'Wineglasses', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Bikes', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
4312,"['Singlelevelhome', 'Essentials', 'Pocketwifi', 'Privateentrance', 'Cookingbasics', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Iron', 'Firstaidkit', 'Hotwater', 'Bedlinens', 'Kitchen', 'Hangers', 'Portablefans', 'Heating', 'Dishesandsilverware', 'Paidparkinggarageoffpremises', 'Hairdryer', 'Extrapillowsandblankets', 'Backyard', 'Oven']"
4313,"['Coffeemaker:pour-overcoffee', 'Essentials', 'Cookingbasics', 'Petsallowed', 'Freezer', 'Refrigerator', 'Wifi', 'Wineglasses', 'Hotwater', 'TV', 'Hangers', 'Kitchen', 'Bedlinens', 'Microwave', 'Portablefans', 'Heating', 'Dishesandsilverware', 'Oven', 'Laundromatnearby', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
4314,"['Shampoo', 'Singlelevelhome', 'Essentials', 'Waterfront', 'Showergel', 'Minifridge', 'Privateentrance', 'Coffeemaker', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Portableairconditioning', 'Iron', 'Wineglasses', 'Kitchenette', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Paidparkinggarageoffpremises', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Clothingstorage', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
4315,"['Gasstove', 'Shampoo', 'Essentials', 'Dishwasher', 'Showergel', 'Smokingallowed', 'Dryingrackforclothing', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Kitchen', 'Bedlinens', 'FreewasherInunit', 'Heating', 'Hairdryer', 'Bodysoap', 'Oven', 'Patioorbalcony', 'Coffee', 'Hostgreetsyou', 'Microwave']"
4316,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Fireextinguisher', 'Firstaidkit', 'Kitchen', 'Dedicatedworkspace', 'Smokealarm']"
4317,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Outdoorfurniture', 'Coffeemaker', 'Outdoordiningarea', 'TV', 'Kitchen', 'Petsallowed', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator']"
4318,"['Dishwasher', 'Coffeemaker:espressomachine', 'Washer', 'Siemensrefrigerator', 'Dryingrackforclothing', 'Siemenselectricstove', 'Siemensoven', 'Privatepatioorbalcony', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Wifi', 'Hotwaterkettle', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Hangers', 'Kitchen', 'Bedlinens', 'Paidparkinglotoffpremises', 'Centralheating', 'Dishesandsilverware', 'Extrapillowsandblankets', 'Room-darkeningshades', '55inchTVwithNetflix', 'Disney+', 'AmazonPrimeVideo', 'AppleTV', 'Coffee', 'Microwave']"
4319,"['Shampoo', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Minifridge', 'Privateentrance', 'Exerciseequipment:yogamat', 'Clothingstorage:walk-incloset', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Toaster', 'Wineglasses', 'Coffeemaker:frenchpress', 'Hotwater', 'TV', 'Bathtub', 'Bedlinens', 'Kitchen', 'Hangers', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Oven', 'Laundromatnearby', 'Petsallowed', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
4320,"['Wifi', 'Washer', 'Heating', 'Dryer', 'Iron', 'Hairdryer', 'Shampoo', 'Essentials', 'Freeparkingonpremises', 'Hostgreetsyou', 'Refrigerator']"
4321,"['Wifi', 'Washer', 'Heating', 'Dryer', 'Iron', 'Dishesandsilverware', 'Hairdryer', 'Coffeemaker', 'Essentials', 'Fireextinguisher', 'Firstaidkit', 'TV', 'Kitchen', 'Dedicatedworkspace', 'Smokealarm']"
4322,"['Essentials', 'Dishwasher', 'Privateentrance', 'TVwithstandardcable', 'Washer', 'Luggagedropoffallowed', 'Coffeemaker', 'Privatepatioorbalcony', 'Cookingbasics', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Dryer', 'Iron', 'Hotwater', 'Bedlinens', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Oven', 'Fireextinguisher', 'Microwave']"
4323,"['Wifi', 'Centralheating', 'Hotwaterkettle', 'Buildingstaff', 'Wineglasses', 'Kitchenette', 'Hairdryer', 'Essentials', 'Fireextinguisher', 'Coffee', 'Hotwater', 'Showergel', 'TV', 'Selfcheck-in', 'Microwave', 'Smokealarm', 'Diningtable', 'Refrigerator']"
4324,"['Wifi', 'Washer', 'Childrensbooksandtoys', 'Highchair', 'Outdoordiningarea', 'TV', 'Kitchen', 'Refrigerator']"
4325,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Smartlock', 'Firstaidkit', 'Freeparkingonpremises', 'Outdoordiningarea', 'BBQgrill', 'Exteriorsecuritycamerasonproperty', 'Bikes', 'EVcharger-level2', 'Kitchen', 'Selfcheck-in', 'Smokealarm']"
4326,"['Shampoo', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Changingtable', 'Waterfront', 'Showergel', 'Minifridge', 'Privateentrance', 'Mosquitonet', 'Packnplay/Travelcrib', 'Blender', 'Indoorfireplace:wood-burning', 'Childrensbikes', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Highchair', 'Outdoorplayground', 'Piano', 'Privatepatioorbalcony', 'Coffeemaker:dripcoffeemaker', 'espressomachine', 'pour-overcoffee', 'Coffee', 'Outdoordiningarea', 'Andersgasstove', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Exerciseequipment:elliptical', 'freeweights', 'stationarybike', 'treadmill', 'yogamat', 'Freezer', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Canalview', 'Cleaningavailableduringstay', 'Conditioner', 'Hotwater', 'Bathtub', 'Gardenview', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Privategyminbuilding', 'FreewasherInunit', 'Portablefans', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Childrensbooksandtoys', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'TVwithstandardcable', 'Disney+', 'Netflix', 'Crib', 'Boardgames', 'Fireextinguisher', 'Oven', 'Ricemaker', 'Clothingstorage:closet', 'wardrobe', 'anddresser', 'Breadmaker', 'Laundromatnearby', 'MarantzsoundsystemwithBluetoothandaux', 'Childrensdinnerware', ""Children'splayroom"", 'Diningtable', 'Microwave']"
4327,"['Childrensbooksandtoysforages0-2yearsoldand2-5yearsold', 'Coffeemaker:Nespresso', 'Paidstreetparkingoffpremises', 'Dishwasher', 'Privateentrance', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Piano', 'Smeginductionstove', 'Outdoordiningarea', 'Cookingbasics', 'Smokealarm', 'Freezer', 'Wifi', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Bathtub', 'Hangers', 'Kitchen', 'Smegoven', 'Carbonmonoxidealarm', 'Centralheating', 'Smegrefrigerator', 'Ethernetconnection', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Room-darkeningshades', 'Boardgames', 'Clothingstorage:closet', 'wardrobe', 'anddresser', 'Childrensdinnerware', 'Outdoorplayground', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
4328,"['Coffeemaker:Nespresso', 'Pocketwifi', 'Dishwasher', 'Dryingrackforclothing', 'Privatepatioorbalcony', 'Cookingbasics', 'Freezer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Hangers', 'Kitchen', 'Bedlinens', 'Portablefans', 'Heating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Oven', 'Otherinductionstove', 'Diningtable', 'Microwave']"
4329,"['Shampoo', 'Dishwasher', 'Showergel', 'Washer', 'Luggagedropoffallowed', 'Coffeemaker', 'Piano', 'Cleaningproducts', 'Smokealarm', 'Lockonbedroomdoor', 'Wifi', 'Refrigerator', 'Soundsystem', 'Iron', 'Wineglasses', 'Conditioner', 'Elevator', 'Hotwater', 'TV', 'Bathtub', 'Hottub', 'Bedlinens', 'Hangers', 'Dishesandsilverware', 'Hairdryer', 'Privatelivingroom', 'Oven', 'Clothingstorage', 'Heating-splittypeductlesssystem', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
4330,"['Coffeemaker:Nespresso', 'Essentials', 'Waterfront', 'Minifridge', 'Exteriorsecuritycamerasonproperty', 'Privateentrance', 'Luggagedropoffallowed', 'Longtermstaysallowed', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Wifi', 'Hotwaterkettle', 'Wineglasses', 'Boatslip', 'Firstaidkit', 'Hotwater', 'Lockbox', 'Kitchen', 'Bedlinens', 'Carbonmonoxidealarm', 'Portableheater', 'Dishesandsilverware', 'Bodysoap', 'Otherelectricstove', 'Fireextinguisher', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
4331,"['Coffeemaker:Nespresso', 'Paidstreetparkingoffpremises', 'Dishwasher', 'Waterfront', 'Privateentrance', 'Mosquitonet', 'Blender', 'FreedryerInunit', 'Washer', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Toaster', 'Soundsystem', 'Hotwaterkettle', 'Wineglasses', 'Hotwater', 'TV', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Selfcheck-in', 'Coffee', 'Microwave']"
4332,"['Keypad', 'Shampoo', 'Essentials', 'Waterfront', 'Paidparkingoffpremises', 'Showergel', 'Minifridge', 'Privateentrance', 'Luggagedropoffallowed', 'Longtermstaysallowed', 'Coffeemaker', 'Privatepatioorbalcony', 'Cookingbasics', 'HDTVwithNetflix', 'standardcable', 'Dedicatedworkspace', 'Smokealarm', 'Wifi', 'Hotwaterkettle', 'Hotwater', 'Bedlinens', 'Hangers', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Privatelivingroom', 'Oven', 'Fireextinguisher', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Microwave']"
4333,"['Shampoo', 'Sunloungers', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Showergel', 'Exteriorsecuritycamerasonproperty', 'Luggagedropoffallowed', 'Outdoorfurniture', 'Coffeemaker', 'Cleaningproducts', 'Smokealarm', 'Lockonbedroomdoor', 'Wifi', 'Refrigerator', 'Hotwaterkettle', 'Kitchenette', 'Firstaidkit', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Backyard', 'Fireextinguisher', 'Patioorbalcony', 'Selfcheck-in', 'Coffee', 'Microwave']"
4334,"['Shampoo', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'BBQgrill:charcoal', 'EVcharger', 'Showergel', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Exerciseequipment:yogamat', 'SonosBluetoothsoundsystem', 'Outdoordiningarea', 'Coffeemaker:espressomachine', 'Nespresso', 'pour-overcoffee', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Babysitterrecommendations', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Resortaccess', 'Cleaningavailableduringstay', 'Firstaidkit', 'Hotwater', 'TV', 'Gardenview', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Centralheating', 'Firepit', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Boardgames', 'Oven', 'Fireextinguisher', 'Clothingstorage', 'Laundromatnearby', 'Barbecueutensils', 'Bikes', 'Coffee', 'Diningtable', 'Microwave']"
4335,"['Exerciseequipment:stationarybike', 'yogamat', 'Privateoutdoorkitchen', 'Dishwasher', 'Washer', 'Dryingrackforclothing', 'Privatepatioorbalcony', 'Othergasstove', 'Outdoordiningarea', 'BBQgrill', 'Dedicatedworkspace', 'Freezer', 'Refrigerator', 'Wifi', 'Booksandreadingmaterial', 'Kitchen', 'Bedlinens', 'Centralheating', 'Firepit', 'Paidparkingonpremises', 'Extrapillowsandblankets', 'Boardgames', 'Oven', 'Airconditioning', 'Petsallowed', 'Diningtable']"
4336,"['Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Waterfront', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Coffeemaker', 'Stainlesssteelgasstove', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Firstaidkit', 'Hotwater', 'TV', 'Bathtub', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'FreewasherInunit', 'Portablefans', 'Centralheating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Outletcovers', 'Sonossoundsystem', 'Bodysoap', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Diningtable', 'Microwave']"
4337,"['Essentials', 'Dishwasher', 'Waterfront', 'Blender', 'Washer', 'Coffeemaker', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Hotwaterkettle', 'Dryer', 'Wineglasses', 'Hotwater', 'TV', 'Bathtub', 'Bedlinens', 'Kitchen', 'Hangers', 'Bakingsheet', 'Portablefans', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Backyard', 'Oven', 'Fireextinguisher', 'Clothingstorage', 'Barbecueutensils', 'Diningtable', 'Microwave']"
4338,"['Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Showergel', 'Exteriorsecuritycamerasonproperty', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Lockonbedroomdoor', 'Wifi', 'Refrigerator', 'Freezer', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'Lockbox', 'Bedlinens', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Backyard', 'Fireextinguisher', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Hotwaterkettle']"
4339,"['Dishwasher', 'Blender', 'Washer', 'Coffeemaker', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Dedicatedworkspace', 'Freezer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Soundsystem', 'Hotwaterkettle', 'Wineglasses', 'Hotwater', 'TV', 'Bathtub', 'Booksandreadingmaterial', 'Lockbox', 'Kitchen', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Oven', 'Fireextinguisher', 'Selfcheck-in', 'Coffee', 'Microwave']"
4340,"['Shampoo', 'Essentials', 'Privateentrance', 'Coffeemaker', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator', 'Wifi', 'Hotwater', 'Bedlinens', 'Hangers', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Extrapillowsandblankets', 'Privatelivingroom', 'Hostgreetsyou']"
4341,"['Coffeemaker:Nespresso', 'Essentials', 'Dishwasher', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Clothingstorage:closet', 'Kitchen', 'Bedlinens', 'Bakingsheet', 'Centralheating', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Oven', 'Otherinductionstove', 'Hostgreetsyou', 'Hotwaterkettle']"
4342,"['Wifi', 'FreedryerInunit', 'Washer', 'Coffeemaker:Nespresso', 'Bedlinens', 'Kitchen', 'Oven', 'Hotwater', 'TV', 'Bathtub', 'Hangers', 'Smokealarm', 'Microwave']"
4343,"['Coffeemaker:Nespresso', 'Shampoo', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Waterfront', 'EVcharger', 'Showergel', 'Housekeepingavailable1dayaweek-availableatextracost', 'FreedryerInunit', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Coffee', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Hotwaterkettle', 'Petsallowed', 'Inductionstove', 'Iron', 'Wineglasses', 'Boatslip', 'Conditioner', 'Elevator', 'Hotwater', 'TV', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Ricemaker', 'GooglehomeBluetoothsoundsystem', 'Laundromatnearby', 'Selfcheck-in', 'Outdoorplayground', 'Diningtable', 'Microwave']"
4344,"['Outdoorshower', 'Coffeemaker:Nespresso', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Waterfront', 'EVcharger', 'Privateentrance', 'Mosquitonet', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Soundsystem', 'Toaster', 'Dryer', 'Iron', 'Wineglasses', 'PrivatebackyardNotfullyfenced', 'Boatslip', 'Hotwater', 'TV', 'Bathtub', 'Riverview', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Indoorfireplace', 'Kitchen', 'Bakingsheet', 'Lockbox', 'Centralheating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Oven', 'Fireextinguisher', 'Barbecueutensils', 'Selfcheck-in', 'Coffee', 'Kayak', 'Diningtable', 'Hotwaterkettle']"
4345,"['Shampoo', 'Essentials', 'Privateentrance', 'Coffeemaker', 'Cookingbasics', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Dryer', 'Iron', 'Firstaidkit', 'TV', 'Sharedpatioorbalcony', 'Bedlinens', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Clothingstorage']"
4346,"['Movietheater', 'Shampoo', 'Essentials', 'Dishwasher', 'Showergel', 'Privateentrance', 'Packnplay/Travelcrib', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Coffeemaker', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Dryer', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Smartlock', 'Bedlinens', 'Hangers', 'Indoorfireplace', 'Kitchen', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Bodysoap', 'Extrapillowsandblankets', 'Backyard', 'Oven', 'Patioorbalcony', 'Clothingstorage', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
